Module	BioGeo.Vil1.01B.FP11	BioGeo.Mouse3A_FP17	BioGeo.TL1a_FP_229.REP1_S12	BioGeo.Vil1.04B.FP43.Rep1_S88	BioGeo.Lyz2.01B.FP211.S59	BioGeo.TL1a_FP_65	BioGeo.Vil1.03B.FP31	BioGeo.Mouse9A_FP97	BioGeo.Vil1.14B.FP164	BioGeo.Vil1.14B.FP166	BioGeo.Lyz2.05B.FP255.S52	BioGeo.SLCFP071.REP1_S27	BioGeo.Vil1.07B.FP83	BioGeo.Vil1.07B.FP79	BioGeo.Mouse5A_FP29.REP1_S53	BioGeo.LYZFP327.Rep1_S105	BioGeo.Vil1.05B.FP55	BioGeo.TL1a_FP_127	BioGeo.TL1a_FP_61	BioGeo.Lyz2.04B.FP243.S92	BioGeo.SLCFP019a	BioGeo.TL1a_FP_233.REP1_S13	BioGeo.TL1a_FP_241	BioGeo.LYZFP315	BioGeo.TL1a_FP_101.REP1_S6	BioGeo.LYZFP319	BioGeo.TL1a_FP_209.REP1_S11	BioGeo.Lyz2.08B.FP295.S93	BioGeo.TL1A_FP_637	BioGeo.Mouse6A_FP31	BioGeo.Lyz2.01B.FP207.S55	BioGeo.TL1a_FP_193.Rep1_S85	BioGeo.SLCFP005.REP1_S24	BioGeo.TL1A_FP_685.REP1_S22	BioGeo.LYZFP303	BioGeo.LYZFP307	BioGeo.Lyz2.07B.FP279.S77	BioGeo.Mouse1A_FP01	BioGeo.Mouse1A_FP05	BioGeo.Lyz2.03B.FP231.S79	BioGeo.Lyz2.05B.FP259.S56	BioGeo.TL1A_FP_629	BioGeo.Vil1.13B.FP152	BioGeo.Mouse2A_FP11.REP1_S55	BioGeo.Mouse5A_FP25	BioGeo.TL1A_FP_677.REP1_S21	BioGeo.Mouse2A_FP07	BioGeo.SLCFP109	BioGeo.Vil1.08B.FP92.REP1_S41	BioGeo.Mouse7A_FP41.REP1_S54	BioGeo.Vil1.06B.FP71	BioGeo.TL1a_FP_73.REP1_S3	BioGeo.Vil1.04B.FP47	BioGeo.Vil1.09B.FP106	BioGeo.TL1A_FP_625.REP1_S16	BioGeo.Vil1.13B.FP154.REP1_S47	BioGeo.Vil1.09B.FP104	BioGeo.Mouse9A_FP101	BioGeo.Vil1.02B.FP23	BioGeo.Mouse8A_FP85	BioGeo.Vil1.10B.FP118.REP1_S45	BioGeo.TL1a_FP_197.REP1_S10	BioGeo.TL1A_FP_641	BioGeo.Lyz2.07B.FP283.S81	BioGeo.Vil1.02B.FP19	BioGeo.Lyz2.02B.FP223.S71	BioGeo.Mouse8A_FP89	BioGeo.TL1a_FP_205	BioGeo.LYZFP355	BioGeo.Lyz2.02B.FP219.S67	BioGeo.Mouse4A_FP23.Rep1_S92	BioGeo.TL1a_FP_77.REP1_S4	BioGeo.Vil1.10B.FP116.REP1_S44	BioGeo.SLCFP131.REP1_S33	BioGeo.TL1A_FP_689.Rep1_S104	BioGeo.Lyz2.03B.FP235.S83	BioGeo.Lyz2.04B.FP247.S44	BioGeo.LYZFP351.Rep1_S106	BioGeo.Mouse10A_FP113	BioGeo.SLCFP001	BioGeo.Vil1.01B.FP07.Rep1_S107	BioGeo.TL1a_FP_139	BioGeo.SLCFP023.REP1_S26	BioGeo.SLCFP127	BioGeo.TL1a_FP_85	BioGeo.TL1a_FP_131	BioGeo.SLCFP095	BioGeo.Mouse6A_FP35.Rep1_S93	BioGeo.Vil1.03B.FP35.REP1_S38	BioGeo.TL1A_FP_673.REP1_S20	BioGeo.Mouse7A_FP37	BioGeo.Vil1.05B.FP59.REP1_S37	BioGeo.Vil1.06B.FP67	BioGeo.SLCFP091.REP1_S29	BioGeo.Vil1.08B.FP94.REP1_S42	BioGeo.SLCFP077	BioGeo.SLCFP113	BioGeo.Lyz2.06B.FP271.S69	BioGeo.Lyz2.06B.FP267.S64	BioGeo.LYZFP339	BioGeo.TL1a_FP_143	BioGeo.Mouse10A_FP109	BioGeo.Mouse3A_FP13	BioGeo.Lyz2.08B.FP291.S89
MF0091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0016	0.0	0.0	0.6	0.0	0.0	0.8	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.8	0.0	0.0	0.6	0.8	0.6	0.0	0.0	0.8	0.0	0.8	0.0	0.0	0.6	1.0	0.8	0.6	0.8	0.0	0.0	0.0	0.0	0.6	0.0	0.6	0.8	0.0	0.0	0.6	0.0	0.6	0.0	0.0	0.8	0.0	0.0	0.0	1.0	0.0	0.0	0.6	0.6	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.8	0.0	0.0	0.8	0.0	0.0	0.6	0.0	0.6	0.0	0.6	0.0	0.0	0.6	0.0	0.0	0.0	1.0	0.0	0.6	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.6	0.6	0.6
MF0017	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.8	1.0	0.8	0.8	0.8	0.8	0.8	1.0	0.8	0.8	0.8	0.8	0.0	0.8	0.8	0.8	0.8	0.6	0.8	0.8	0.8	0.8	0.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	1.0	0.8	0.6	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	1.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.6	0.8	0.8	0.8	0.8	0.8	0.8	0.6	0.8	0.6	0.8	0.8	1.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.8	0.8	0.8	0.0	0.8	0.8	0.8
MF0014	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0015	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
MF0059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0012	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
MF0056	0.0	0.0	0.75	0.75	0.0	0.75	0.75	0.75	0.75	0.0	0.0	0.0	0.0	0.75	0.75	0.75	0.0	0.75	0.75	0.0	0.75	0.0	0.75	0.0	0.0	0.0	0.75	0.0	0.75	0.0	0.75	0.75	0.75	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.75	0.0	0.75	0.0	0.75	0.0	0.0	0.75	0.0	1.0	0.75	0.75	0.75	0.0	0.0	0.75	0.75	0.0	0.75	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.75	0.75	0.0	0.75	0.0	0.0	0.0	0.0	0.75	0.75	0.75	0.0	0.0	0.75	0.0	0.0	0.0	1.0	0.75	0.0	0.0	0.75	0.75	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0
MF0057	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.6666666666666666	0.8333333333333334	0.0	0.6666666666666666	0.8333333333333334	1.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.8333333333333334	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	1.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0010	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0
MF0054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0011	0.75	0.0	0.75	0.75	0.75	0.0	0.75	0.0	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.0	0.0	0.0	0.75	0.75	0.75	0.75	0.0	0.75	0.0	0.75	0.0	0.75	0.75	0.75	0.75	0.0	0.75	0.75	0.75	0.0	0.75	0.75	0.75	0.75	0.0	0.75	0.75	0.75	0.0	0.0	0.75	0.75	0.75	0.0	0.75	0.75	0.75	0.75	0.75	0.0	0.75	0.0	0.75	0.0	0.0	0.75	0.75	0.75	0.75	0.0	0.75	0.75	0.75	0.0	0.75	0.0	0.0	0.75	0.0	0.75	0.0	0.75	0.75	0.0	0.75	0.0	0.75	0.0	0.75	0.0	1.0	0.75	0.75	0.75	0.75	0.75	0.75	0.0	0.0	0.75	0.75	0.75	0.0	0.75	0.75	0.75
MF0055	1.0	0.6666666666666666	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.6666666666666666	1.0	1.0	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	0.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	1.0	0.6666666666666666	1.0	0.0	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
MF0009	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MF0007	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.6	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0	0.0	0.0
MF0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
